,cue,association,explanation,relation
499,alert,sound,the sound of the horn was an alert to the submarine crew.,UNK
500,alert,vigilant,staying alert to your surroundings is staying vigilant.,UNK
501,alert,warn,the alert on my phone can warn me of a tornado.,UNK
502,alert,warning,the alert was our first warning of danger.,UNK
503,algae,bacteria,algae are usually bacterias which are green in colour,UNK
504,algae,benefits,algae has been scientifically proven to have some health benefits.,UNK
505,algae,dangerous,algae are dangerous bacteria in green colour,UNK
506,algae,environment,algae is found in the natural environment.,UNK
507,algae,goo,i think of slime when i think of algae and goo reminds me of slime.,UNK
508,algae,green,the color of the algae is green.,UNK
509,algae,plant,algae is an ocean plant.,UNK
510,algae,slime,i think of algae as slime on the bottom of your pool or on some rocks. it is slippery.,UNK
511,alien,fear,the thought of aliens produce fear in many people,UNK
512,alien,foreign,if something is alien then it's foreign to you.,UNK
513,alien,illegal,there are many arguments about if america should let illegal aliens stay here.,UNK
514,alien,little green men,the alien characters in a movie were all little green men.,UNK
515,alien,nature,it seems so alien to his nature,UNK
516,alien,new,no one saw the new alien.,UNK
517,alien,outer space,an alien could come from outer space to visit earth but maybe they are already here!,UNK
518,alien,pale,his face looked pale and rode with an alien stiffness,UNK
519,alien,remote,aliens are a remote species.,UNK
520,alien,ship,the alien jumped out of his ship.,UNK
521,alien,space,aliens live on other planets in space.,UNK
522,alien,space,an alien comes from outer space.,UNK
523,alien,space,an alien might come from outer space.,UNK
524,alien,space,there probably are aliens in outer space.,UNK
525,alien,spaceship,alien travel in a spaceship.,UNK
526,alien,strange,an alien is a strange being.,UNK
527,alien,unknown,an alien is an unknown thing.,UNK
528,aliens,desperate,most aliens find themselves in very desperate situations.,UNK
529,aliens,desperate,"the majority of aliens find themselves in a desperate situation with very few, if any, options.",UNK
530,aliens,different,aliens are looking different in cartoon images.,UNK
531,aliens,discreet,i imagine if there are aliens they have been discreet for a reason,UNK
532,aliens,earth,aliens may come to earth one day.,UNK
533,aliens,foreign,the aliens looked foreign to the people.,UNK
534,aliens,galaxy,aliens belong to other galaxies.,UNK
535,aliens,green,"in science fiction movies, aliens are usually green.",UNK
536,aliens,green,the green aliens landed on the water.,UNK
537,aliens,illegal,many aliens are illegal for the simple reason they have no other choice.,UNK
538,aliens,naturalized,a residence of five years in the country was required before aliens could become naturalized,UNK
539,aliens,space,aliens come from space in a flying sausage,UNK
540,aliens,space,aliens may visit us from outer space.,UNK
541,aliens,space,we don't know if there are aliens in space.,UNK
542,aliens,spaceship,the alien spaceship contains more lights.,UNK
543,aliens,strange,aliens are strange beings to us.,UNK
544,alive,active,the patient was alive and active,UNK
545,alive,alert,the sound made by horn make them alert and alive,UNK
546,alive,breath,"breath is very important, you alive a long time",UNK
547,alive,breathing,breathing well is a consequence of being alive.,UNK
548,alive,breathing,if you're alive you are breathing.,UNK
549,alive,children,i am happy my children are alive and healthy.,UNK
550,alive,conscious ,"to be alive, you have to have consciousness.",UNK
551,alive,free,being alive can be associated with being free to do whatever you want,UNK
552,alive,great,"when something is still alive, then its great.",UNK
553,alive,happy,"the elderly, ill woman was just happy to be alive.",UNK
554,alive,health,i am grateful to be alive and have good health.,UNK
555,alive,healthy,be alive and healthy always.,UNK
556,alive,here,"when you are here, then you are alive.",UNK
557,alive,life,some people describe someone who is always happy and jovial as alive or full of life,UNK
558,alive,living,"when you are alive, you are living.",UNK
559,alive,nature,being outside enjoying nature makes me feel alive.,UNK
560,alive,nature,nature is essential for a man to alive,UNK
561,alive,play,a play makes me come alive.,UNK
562,alive,problems,anyone who is alive will face many problems; the key is learning how to solve them.,UNK
563,alive,thankful,thankful for being well and alive.,UNK
564,alright,acceptable,when my dad says it's alright he means that it's acceptable.,UNK
565,alright,correct,when something its alright it means its correct.,UNK
566,alright,dog,the injured dog will be alright.,UNK
567,alright,feeling,are you feeling alright today?,UNK
568,alright,fine,"everything was fine, and he felt alright about his choice of a job.",UNK
569,alright,fine,"when something is just alright, then its fine.",UNK
570,alright,good,i am doing good if i say i am doing alright.,UNK
571,alright,good,to say something is alright means everything is good.,UNK
572,alright,okay,it's alright to have faith that everything will be okay,UNK
573,alright,okay,"when i say i am doing alright, it usually means i am doing okay.",UNK
574,alright,over time,"over time, alright the covid-19 problem",UNK
575,alright,pain,alright the pain in one or two week,UNK
576,alright,perfect,i you say something is alright it is nearly perfect.,UNK
577,alright,perfect,when you say alright to someone than you mean that's perfect.,UNK
578,alright,positive,when something is alright that means its on a positive path.,UNK
579,alright,problem,the problem is going to be alright.,UNK
580,alright,satisfactory,i will say her result is alright because all her grades are satisfactory,UNK
581,alright,yes,"often times the word alright means yes, but the person isn't quite sure about it.",UNK
582,amass,army,an army is a thing that you can amass.,Action
583,amass,collect,i will amass a great amount of money one day if i'm able to collect myself.,UNK
584,amass,collect,if you amass something then you collect a lot of it.,Synonym
585,amass,collect,"when a person collects certain items, it is also called amassing collectibles.",UNK
586,amass,fortune,the man amassed a huge fortune.,UNK
587,amass,fortune,"when someone is very, very rich, they are known to have amassed a fortune.",Action
588,amass,garner,he had amassed a large fortune by garnering many stocks.,UNK
589,amass,gather,they all gather in amass number.,UNK
590,amass,gather,to amass something is to gather it.,UNK
591,amass,get,to amass something is to get a lot of it.,UNK
592,amass,huge,what a huge and amass turnout.,UNK
593,amass,items,i used to amass many items at home.,UNK
594,amass,money,i want to amass a lot of money so i can retire early.,UNK
595,amass,money,my parents amassed a lot of money before they had kids.,UNK
596,amass,troops,the leader had to amass his troops on the border.,UNK
597,amass,unite,i like to amass coins by uniting them.,UNK
598,amiable,cordial,a person that is amiable would be considered very cordial.,UNK
599,amiable,deceive,the con-man was amiable enough to deceive the victim.,UNK
600,amiable,feel,i feel amiable to that person,UNK
601,amiable,friend,my friends made an amiable decision.,UNK
602,amiable,friendly ,charlene is amiable and friendly to her friends.,UNK
603,amiable,kind,been amiable also mean being kind.,UNK
604,amiable,likeable,when i am amiable i am likely likeable.,UNK
605,amiable,love,my love is amiable to the another person,UNK
606,amiable,love,the love is so amiable,UNK
607,amiable,manner,we were invited in an amiable manner,UNK
608,amiable,popular,her amiable character makes her very popular among her friends.,Result-In
609,amiable,sincere,an amiable person is sincere,UNK
